name	course	minutes	n_steps	ingredients	n_ingredients	calories	total_fat	sugar	sodium	protein	saturated_fat	carbohydrates	num_reviews	mean_rating	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_gluten	has_noodle	has_pungent	has_nut	has_coconut	has_chocolate	has_coffee	has_seed	has_avocado	has_oil	has_olive	has_smoke	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_tapioca	has_potato	has_bulb	has_sprout	has_artichoke	has_herb	has_green	has_cabbage	has_lettuce	has_seaweed	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_melon	has_cucumber	has_plantain	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
akkara balls	10	15	9	['black-eyed peas', 'salt', 'black pepper', 'oil']	4	15.5	0	0	2	1	0	0	3	2.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alexander s orzo and wild rice salad	5	20	7	['balsamic vinegar', 'lemon juice', 'fresh garlic', 'french dijon mustard', 'sugar', 'canola oil', 'extra virgin olive oil', 'fresh basil', 'salt', 'pepper', 'orzo pasta', 'cooked wild rice', 'red onion', 'currants', 'canned corn niblet', 'toasted almond', 'parsley', 'red peppers', 'yellow peppers', 'green onion', 'garlic granules']	21	815.5	72	45	7	31	24	28	3	5	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1
algerian zrodiya mcharmla carrots with vinegar	2	40	10	['carrots', 'oil', 'garlic cloves', 'hot pepper', 'caraway seeds', 'paprika', 'vinegar', 'salt and black pepper']	8	148.3	16	24	3	2	6	4	4	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ali baba s oven fries	2	47	5	['potatoes', 'garlic powder', 'ground cumin', 'ground fenugreek', 'ground cinnamon', 'ground cayenne pepper', 'black pepper', 'salt', 'olive oil', 'fresh lemon juice']	10	398.9	11	15	25	18	5	25	19	4.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
all purpose barbecue rub		5	3	['coarse salt', 'dark brown sugar', 'sweet paprika', 'fresh ground black pepper']	4	427.6	8	298	1573	14	4	34	9	4.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
all purpose bbq rub		2	1	['coarse salt', 'brown sugar', 'mustard powder', 'chili powder', 'paprika', 'cayenne', 'fresh ground black pepper']	7	280.1	16	71	1192	20	7	17	8	4.63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
all purpose gluten free flour		5	2	['rice flour', 'potato starch', 'tapioca flour', 'xanthan gum']	4	512.5	2	5	0	17	2	37	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alla s cranberry scones raw foods	6	430	3	['apples', 'carrots', 'raisins', 'cranberries', 'almonds', 'flax seed', 'agave nectar', 'olive oil']	8	167.9	16	38	2	8	4	5	4	4.25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0
almond feta cheese spread with herb oil vegan	3	55	16	['blanched almond', 'lemon juice', 'olive oil', 'garlic clove', 'salt', 'fresh thyme leave', 'fresh rosemary leaf']	7	171.2	26	3	12	6	9	1	19	4.84	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
almond butter		12	4	['almonds', 'salt']	2	1094.8	147	36	34	77	37	13	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
almond butter dairy free		10	4	['roasted almonds', 'sea salt', 'vegetable oil']	3	1255.1	175	36	32	77	48	13	10	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
almond butter and jelly sandwich	9	5	3	['whole grain bread', 'almond butter', 'fruit spread']	3	239	18	15	15	15	7	9	8	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
almond hummus	3	10	4	['chickpeas', 'almond butter', 'lemon juice', 'garlic', 'salt', 'lemon zest', 'red pepper flakes', 'water', 'salt and pepper']	9	700.7	63	15	113	43	19	23	6	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
almond rice casserole	1	75	9	['olive oil', 'celery', 'green onions', 'green bell pepper', 'sliced mushrooms', 'fresh parsley', 'thyme', 'oregano', 'pepper', 'brown rice', 'vegetable broth', 'slivered almonds']	12	246.5	14	8	0	13	5	11	3	4	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
almost fried plantains virtually fat free	2	7	14	['plantain', 'water', 'cooking spray']	3	109.2	0	53	0	2	0	9	21	4.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
almost instant black bean chili	1	30	4	['water', 'onion', 'garlic cloves', 'bell pepper', 'crushed tomatoes', 'black beans', 'chilies', 'ground cumin']	8	155.4	1	8	0	19	0	9	3	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
aloo potato pakora	10	10	12	['potatoes', 'corn oil', 'besan', 'water', 'red chili powder', 'cumin powder', 'garlic', 'ginger', 'salt', 'coriander']	10	898	114	14	1	17	48	17	3	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aloo gobi cauliflower and potatoes	1	45	10	['cauliflower', 'boiling potatoes', 'vegetable oil', 'fenugreek seeds', 'fennel seeds', 'whole cumin seeds', 'dried hot red chili pepper', 'ground turmeric', 'ground coriander', 'salt', 'ground pepper', 'garam masala']	12	134.5	6	13	26	8	2	7	34	4.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aloo gobi mattar cauliflower pea and potato curry	1	50	20	['cauliflower', 'onions', 'baking potatoes', 'frozen green pea', 'vegetable stock', 'olive oil', 'fresh ginger', 'garlic cloves', 'hot green chili pepper', 'turmeric', 'garam masala', 'ground coriander', 'salt', 'white pepper', 'fenugreek seeds', 'ground cumin', 'cumin seeds', 'juice of lemon', 'fresh cilantro']	19	248.1	15	32	20	15	7	11	7	4.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
aloo matar	1	40	10	['potatoes', 'frozen peas', 'green chili', 'white onion', 'garlic paste', 'ginger paste', 'tomato sauce', 'olive oil', 'cumin seeds', 'bay leaves', 'turmeric', 'garam masala', 'ground red pepper', 'coriander powder']	14	184.3	14	22	11	9	6	7	16	4.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
aloo paratha indian potato stuffed flatbreads	6	90	17	['potatoes', 'whole wheat flour', 'all-purpose flour', 'cumin', 'sea salt', 'olive oil', 'water', 'cayenne', 'salt', 'fresh ground pepper', 'citrus juice', 'kalamata olives']	12	359.8	12	4	16	19	5	21	9	3.56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
alton brown s guacamole	3	80	5	['hass avocadoes', 'juice of lime', 'kosher salt', 'ground cumin', 'cayenne', 'onion', 'roma tomatoes', 'cilantro', 'garlic clove']	9	93.5	12	3	6	2	5	2	4	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
aluminium free baking powder		5	2	['cream of tartar', 'baking soda', 'rice flour']	3	83.7	0	0	108	1	0	6	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amalfi salads	3	10	12	['pine nuts', 'salad leaves', 'tomatoes', 'black olives', 'sun-dried tomato paste', 'balsamic vinegar', 'olive oil']	7	151.6	23	4	9	2	9	1	3	4.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
amanda s thai peanut	1	25	12	['fettuccine', 'broccoli', 'carrot', 'garlic', 'red pepper flakes', 'ground ginger', 'brown sugar', 'low sodium soy sauce', 'rice wine vinegar', 'reduced-fat peanut butter']	10	480.6	22	54	54	42	13	23	75	4.45	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
amara veggie burgers	9	40	2	['rice', 'peanut butter', 'whole wheat flour', 'sesame seeds', 'sunflower seeds', 'carrot', 'green pepper']	7	556.4	21	6	1	28	10	31	3	1.67	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
amaranth basic recipe	2	30	3	['water', 'amaranth', 'salt']	3	121.5	3	0	0	9	2	7	8	3.38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amaranth leaves spinach in coconut milk	2	40	7	['amaranth', 'water', 'coconut milk', 'onion', 'tomatoes', 'vegetable oil', 'salt', 'lemon']	8	1189.2	67	32	25	73	121	57	5	3.8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
amaranth sunflower spelt bread	6	90	14	['water', 'amaranth', 'sea salt', 'sunflower seeds', 'spelt flour', 'cornmeal', 'baking powder', 'baking soda', 'soymilk', 'olive oil', 'apple cider vinegar', 'maple syrup']	12	351.6	37	11	23	18	16	8	3	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
amazing black bean soup in 5 ingredients	4	25	13	['salsa', 'black beans', 'vegetable broth', 'fresh cilantro', 'lime juice']	5	455.5	2	16	32	60	2	27	3	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
amazing italian meatballs raw food	1	730	2	['mushrooms', 'walnuts', 'italian seasoning', 'garlic powder', 'sea salt', 'red pepper', 'tomatoes']	7	179.5	22	17	24	13	6	3	4	3.75	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
amazing turkish confetti rice		35	5	['jasmine rice', 'yellow bell pepper', 'dried currant', 'yellow onion', 'eggplant', 'mushroom', 'sun-dried tomato', 'fresh garlic cloves', 'extra virgin olive oil', 'mint', 'fresh dill', 'salt and pepper']	12	624.3	15	51	4	22	7	40	5	4.2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
amba a spicy and savory mango condiment	7	7230	17	['green mangoes', 'salt', 'corn oil', 'mustard seeds', 'cumin seeds', 'dried red pepper', 'ground fenugreek', 'hot paprika', 'turmeric', 'garlic']	10	1325.7	118	474	365	45	46	53	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0
amber s japan style tofu meal	1	40	19	['firm tofu', 'tamari', 'rice vinegar', 'fresh ginger', 'water', 'tomato juice', 'vegetable oil', 'quinoa', 'green beans', 'miso', 'cornstarch', 'scallion', 'alfalfa sprouts']	13	581.2	18	10	26	49	7	33	4	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
amber style goddess dressing	7	5	4	['flax seed oil', 'tahini', 'water', 'apple cider vinegar', 'lemon juice', 'soy sauce', 'garlic clove', 'sesame seeds', 'green onions', 'parsley']	10	51.8	7	0	1	2	2	0	4	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ambrosia oatmeal ww core	8	6	7	['oatmeal', 'water', 'banana', 'pineapple chunks in juice', 'mandarin oranges in juice', 'lemon extract', 'coconut extract', 'shredded coconut']	8	267.8	4	88	0	13	2	18	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0
amish bread for the bread machine	6	245	5	['water', 'salt', 'oil', 'sugar', 'bread flour', 'yeast']	6	1292.2	59	135	32	49	25	69	23	3.7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ancho and chipotle mole		60	24	['ancho chilies', 'dried chipotle chiles', 'boiling water', 'red bell peppers', 'cloves', 'cumin seeds', 'cinnamon stick', 'sunflower seeds', 'extra virgin olive oil', 'garlic cloves', 'tomato paste', 'bittersweet chocolate', 'salt']	13	106	11	10	2	5	4	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ancho lentils	1	40	7	['canola oil', 'chili pepper', 'onion', 'lentils', 'water', 'salt']	6	82.6	3	7	0	9	0	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
anchovy free black olive tapenade	3	10	2	['pitted black olives', 'capers', 'garlic clove', 'lemon juice', 'fresh flat-leaf parsley', 'olive oil']	6	664.9	106	2	75	4	47	5	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
andersen s split pea soup crock pot version copycat	4	370	4	['water', 'split peas', 'celery', 'carrot', 'onion', 'thyme', 'red pepper', 'bay leaf', 'salt', 'pepper']	10	178.1	0	20	0	24	0	10	14	4.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
angel hair pasta with simple garlic basil	1	35	12	['olive oil', 'garlic cloves', 'dry white wine', 'lemon', 'tomatoes', 'sea salt', 'angel hair pasta', 'fresh basil', 'pepper']	9	410.5	15	16	0	21	7	20	5	4.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0
angelina s caponatina	3	180	8	['eggplant', 'salt', 'olive oil', 'onion', 'celery ribs', 'green pepper', 'garlic cloves', 'green olives', 'capers', 'salt and pepper', 'sugar', 'red wine vinegar', 'tomato sauce', 'red pepper flakes']	14	446.9	56	69	35	9	25	9	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1
angie s bella marinara	7	45	5	['tomato sauce', 'tomato paste', 'dried parsley', 'dried oregano', 'dried basil', 'garlic', 'salt', 'black pepper', 'olive oil', 'onion', 'red wine']	11	255.1	21	58	82	9	9	8	4	4.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
annice s potato and mushroom croquettes for passover	3	50	7	['potatoes', 'water', 'onion', 'mushroom', 'oil', 'salt and pepper', 'matzo meal']	7	223.1	3	9	0	11	1	15	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
annie s scrumptious maple pecan spinach salad w maple dressing	7	30	7	['baby spinach leaves', 'red onions', 'jicama', 'sweet red pepper', 'carrot', 'cherry tomatoes', 'pecans', 'pure maple syrup', 'salt', 'rice vinegar', 'canola oil', 'ground mustard']	12	950.1	115	179	28	15	28	23	4	4.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
another eggplant stew	1	20	4	['olive oil', 'onion', 'eggplant', 'baby carrots', 'red bell pepper', 'green bell pepper', 'garlic cloves', 'diced tomatoes', 'bay leaf', 'thyme', 'rosemary', 'salt', 'paprika']	13	245.8	22	62	32	8	10	10	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
another vegetarian chili	1	145	13	['sweet onion', 'green pepper', 'garlic', 'jalapeno pepper', 'olive oil', 'tomatoes', 'black beans', 'pink beans', 'frozen corn kernels', 'carrots', 'chili powder', 'cumin', 'mexican oregano', 'zucchini', 'salt and pepper']	15	328.5	7	46	10	32	3	20	12	4.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
antipasto style white bean salad	5	20	3	['navy beans', 'red bell pepper', 'artichoke hearts', 'red onion', 'kalamata olives', 'hearts of palm', 'fresh parsley', 'mint leaf', 'basil', 'extra virgin olive oil', 'red wine vinegar', 'salt and pepper']	12	449.8	34	10	39	32	15	17	6	4.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
appalachian cucumber and onion salad	5	10	6	['cucumber', 'onion', 'vinegar', 'water', 'sugar']	5	37	0	11	0	1	0	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
appel salade apple salad	5	15	4	['apples', 'sweet onion', 'salad oil', 'vinegar', 'salt', 'lettuce']	6	143.1	14	42	0	2	6	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
apple and cinnamon muffins vegan		30	5	['unsweetened applesauce', 'raw sugar', 'vanilla', 'spelt flour', 'baking powder', 'baking soda', 'cinnamon', 'walnuts']	8	179.1	11	99	11	3	3	9	3	3.33	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
apple and green tomato relish		135	5	['apples', 'green tomatoes', 'onions', 'sugar', 'vinegar', 'salt', 'celery seeds', 'mustard seeds', 'clove', 'turmeric', 'cinnamon', 'allspice', 'ginger', 'nutmeg']	14	589.6	2	509	21	10	1	47	4	3.75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
apple butter bread machine		85	3	['applesauce', 'sugar', 'brown sugar', 'powdered fruit pectin', 'ground cinnamon', 'ground allspice', 'ground cloves']	7	509.4	0	350	2	0	0	44	3	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
apple butterflies	10	15	12	['peanut butter', 'baby carrots', 'red apple', 'celery', 'decorator sugar']	5	206.1	25	24	6	16	16	3	11	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
apple cinnamon quinoa cereal	8	20	7	['quinoa', 'water', 'granny smith apple', 'raisins', 'almonds', 'cinnamon', 'soy margarine', 'maple syrup']	8	165.8	9	42	1	8	3	8	7	4.43	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
apple cinnamon steel cut oats	8	50	4	['steel cut oats', 'water', 'cinnamon', 'salt', 'apple', 'soymilk', 'brown sugar', 'nutmeg']	8	199.5	5	28	4	16	2	11	3	3.33	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
