name	id	n_ingredients	serving_size_g	n_servings	calories	calories_per_g	total_fat_pdv	total_fat_g	total_fat_pct	sugar_pdv	sugar_g	sugar_pct	sodium_pdv	sodium_g	sodium_pct	protein_pdv	protein_g	protein_pct	saturated_fat_pdv	saturated_fat_g	saturated_fat_pct	carbohydrates_pdv	carbohydrates_g	carbohydrates_pct	ingredients	num_reviews	mean_rating	contributor_id	course	is_main_dish	is_side_dish	is_salad	is_soup	is_appetizer	is_sauce_or_garnish	has_egg_subs	has_dairy_subs	has_margarine	has_meat_subs	has_yeast	has_mushroom	has_grain	has_corn	has_rice	has_noodle	has_pungent	has_nut	has_seed	has_avocado	has_oil	has_olive	has_paste	has_peppercorn	has_curry	has_misc_spice	has_warm_spice	has_legume	has_pod	has_tofu	has_tuber	has_sweet_tuber	has_potato	has_bulb	has_sprout	has_herb	has_green	has_cabbage	has_lettuce	has_tomato	has_eggplant	has_sweet_pepper	has_hot_pepper	has_squash	has_cucumber	has_pome_fruit	has_stone_fruit	has_tropical_fruit	has_berry	has_sweet_fruit	has_citrus	has_vinegar	has_alcohol	has_complex_sugar	is_red	is_orange	is_yellow	is_green_light	is_green_dark	is_purple
agurkesalat cucumbers in vinegar	171809	4	270	4	320.9	1.188519	0	0	0.0000000	309	154.5	0.572222	0	0.000	0.00000000	1	0.5	0.0018519	0	0	0.00000000	26	78	0.288889	['cucumbers', 'vinegar', 'sugar', 'salt and pepper']	8	5	43145	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
aj de lentejas bolivian spicy lentil stew	307531	12	210	4	217.3	1.034762	1	0.65	0.0030952	23	11.5	0.054762	0	0.000	0.00000000	28	14	0.0666667	0	0	0.00000000	13	39	0.185714	['dried hot pepper', 'onion', 'tomatoes', 'garlic cloves', 'italian parsley', 'dried lentils', 'olive oil', 'salt', 'water', 'sweet onion', 'flat leaf parsley', 'juice of lime']	3	5	37449	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ajillo mushrooms	236008	9	96	4	150.6	1.568750	21	13.65	0.1421875	6	3	0.03125	0	0.000	0.00000000	4	2	0.0208333	9	1.8	0.01875000	1	3	0.031250	['olive oil', 'mushrooms', 'garlic cloves', 'dry sherry', 'lemon juice', 'dried red chili', 'paprika', 'salt and pepper', 'parsley']	3	5	287420	appetizer		y			y		0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
akkara balls	183997	4	241	1	15.5	0.064315	0	0	0.0000000	0	0	0	2	0.048	0.00019917	1	0.5	0.0020747	0	0	0.00000000	0	0	0.000000	['black-eyed peas', 'salt', 'black pepper', 'oil']	3	2.33	322548	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alexander s orzo and wild rice salad	117076	21	247	4	815.5	3.301619	72	46.8	0.1894737	45	22.5	0.091093	7	0.168	0.00068016	31	15.5	0.0627530	24	4.8	0.01943320	28	84	0.340081	['balsamic vinegar', 'lemon juice', 'fresh garlic', 'french dijon mustard', 'sugar', 'canola oil', 'extra virgin olive oil', 'fresh basil', 'salt', 'pepper', 'orzo pasta', 'cooked wild rice', 'red onion', 'currants', 'canned corn niblet', 'toasted almond', 'parsley', 'red peppers', 'yellow peppers', 'green onion', 'garlic granules']	3	5	112082	salad		y	y				0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1
algerian zrodiya mcharmla carrots with vinegar	285862	8	157	4	148.3	0.944586	16	10.4	0.0662420	24	12	0.076433	3	0.072	0.00045860	2	1	0.0063694	6	1.2	0.00764331	4	12	0.076433	['carrots', 'oil', 'garlic cloves', 'hot pepper', 'caraway seeds', 'paprika', 'vinegar', 'salt and black pepper']	4	4.75	510313	side		y					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ali baba s oven fries	44666	10	296	2	398.9	1.347635	11	7.15	0.0241554	15	7.5	0.025338	25	0.600	0.00202703	18	9	0.0304054	5	1	0.00337838	25	75	0.253378	['potatoes', 'garlic powder', 'ground cumin', 'ground fenugreek', 'ground cinnamon', 'ground cayenne pepper', 'black pepper', 'salt', 'olive oil', 'fresh lemon juice']	19	4.47	37636	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
almond feta cheese spread with herb oil vegan	364732	7	31	10	171.2	5.522581	26	16.9	0.5451613	3	1.5	0.048387	12	0.288	0.00929032	6	3	0.0967742	9	1.8	0.05806452	1	3	0.096774	['blanched almond', 'lemon juice', 'olive oil', 'garlic clove', 'salt', 'fresh thyme leave', 'fresh rosemary leaf']	19	4.84	494867	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
almond hummus	292798	9	1055	1	700.7	0.664171	63	40.95	0.0388152	15	7.5	0.007109	113	2.712	0.00257062	43	21.5	0.0203791	19	3.8	0.00360190	23	69	0.065403	['chickpeas', 'almond butter', 'lemon juice', 'garlic', 'salt', 'lemon zest', 'red pepper flakes', 'water', 'salt and pepper']	6	5	37449	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
almond rice casserole	183118	12	114	6	246.5	2.162281	14	9.1	0.0798246	8	4	0.035088	0	0.000	0.00000000	13	6.5	0.0570175	5	1	0.00877193	11	33	0.289474	['olive oil', 'celery', 'green onions', 'green bell pepper', 'sliced mushrooms', 'fresh parsley', 'thyme', 'oregano', 'pepper', 'brown rice', 'vegetable broth', 'slivered almonds']	3	4	290499	main	y	y					0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
almost fried plantains virtually fat free	134349	3	119	2	109.2	0.917647	0	0	0.0000000	53	26.5	0.222689	0	0.000	0.00000000	2	1	0.0084034	0	0	0.00000000	9	27	0.226891	['plantain', 'water', 'cooking spray']	21	4.19	67656	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
almost instant black bean chili	179717	8	173	6	155.4	0.898266	1	0.65	0.0037572	8	4	0.023121	0	0.000	0.00000000	19	9.5	0.0549133	0	0	0.00000000	9	27	0.156069	['water', 'onion', 'garlic cloves', 'bell pepper', 'crushed tomatoes', 'black beans', 'chilies', 'ground cumin']	3	4.33	290499	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
aloo potato pakora	110215	10	267	6	898	3.363296	114	74.1	0.2775281	14	7	0.026217	1	0.024	0.00008989	17	8.5	0.0318352	48	9.6	0.03595506	17	51	0.191011	['potatoes', 'corn oil', 'besan', 'water', 'red chili powder', 'cumin powder', 'garlic', 'ginger', 'salt', 'coriander']	3	4.33	153918	side		y					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aloo gobi cauliflower and potatoes	17382	12	151	4	134.5	0.890728	6	3.9	0.0258278	13	6.5	0.043046	26	0.624	0.00413245	8	4	0.0264901	2	0.4	0.00264901	7	21	0.139073	['cauliflower', 'boiling potatoes', 'vegetable oil', 'fenugreek seeds', 'fennel seeds', 'whole cumin seeds', 'dried hot red chili pepper', 'ground turmeric', 'ground coriander', 'salt', 'ground pepper', 'garam masala']	34	4.79	2129	main	y	y					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aloo gobi mattar cauliflower pea and potato curry	187408	19	342	6	248.1	0.725439	15	9.75	0.0285088	32	16	0.046784	20	0.480	0.00140351	15	7.5	0.0219298	7	1.4	0.00409357	11	33	0.096491	['cauliflower', 'onions', 'baking potatoes', 'frozen green pea', 'vegetable stock', 'olive oil', 'fresh ginger', 'garlic cloves', 'hot green chili pepper', 'turmeric', 'garam masala', 'ground coriander', 'salt', 'white pepper', 'fenugreek seeds', 'ground cumin', 'cumin seeds', 'juice of lemon', 'fresh cilantro']	7	4.43	242161	main	y						0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
aloo matar	220883	14	136	6	184.3	1.355147	14	9.1	0.0669118	22	11	0.080882	11	0.264	0.00194118	9	4.5	0.0330882	6	1.2	0.00882353	7	21	0.154412	['potatoes', 'frozen peas', 'green chili', 'white onion', 'garlic paste', 'ginger paste', 'tomato sauce', 'olive oil', 'cumin seeds', 'bay leaves', 'turmeric', 'garam masala', 'ground red pepper', 'coriander powder']	16	4.56	450571	main	y						0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
aloo paratha indian potato stuffed flatbreads	16786	12	108	6	359.8	3.331481	12	7.8	0.0722222	4	2	0.018519	16	0.384	0.00355556	19	9.5	0.0879630	5	1	0.00925926	21	63	0.583333	['potatoes', 'whole wheat flour', 'all-purpose flour', 'cumin', 'sea salt', 'olive oil', 'water', 'cayenne', 'salt', 'fresh ground pepper', 'citrus juice', 'kalamata olives']	9	3.56	13063	side		y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
alton brown s guacamole	172937	9	80	8	93.5	1.168750	12	7.8	0.0975000	3	1.5	0.01875	6	0.144	0.00180000	2	1	0.0125000	5	1	0.01250000	2	6	0.075000	['hass avocadoes', 'juice of lime', 'kosher salt', 'ground cumin', 'cayenne', 'onion', 'roma tomatoes', 'cilantro', 'garlic clove']	4	4.75	271618	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
amalfi salads	193789	7	68	8	151.6	2.229412	23	14.95	0.2198529	4	2	0.029412	9	0.216	0.00317647	2	1	0.0147059	9	1.8	0.02647059	1	3	0.044118	['pine nuts', 'salad leaves', 'tomatoes', 'black olives', 'sun-dried tomato paste', 'balsamic vinegar', 'olive oil']	3	4.67	322548	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
amanda s thai peanut	175230	10	145	2	480.6	3.314483	22	14.3	0.0986207	54	27	0.186207	54	1.296	0.00893793	42	21	0.1448276	13	2.6	0.01793103	23	69	0.475862	['fettuccine', 'broccoli', 'carrot', 'garlic', 'red pepper flakes', 'ground ginger', 'brown sugar', 'low sodium soy sauce', 'rice wine vinegar', 'reduced-fat peanut butter']	75	4.45	236462	main	y						0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
amara veggie burgers	287258	7	103	4	556.4	5.401942	21	13.65	0.1325243	6	3	0.029126	1	0.024	0.00023301	28	14	0.1359223	10	2	0.01941748	31	93	0.902913	['rice', 'peanut butter', 'whole wheat flour', 'sesame seeds', 'sunflower seeds', 'carrot', 'green pepper']	3	1.67	233738	main	y						0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
amaranth basic recipe	96339	3	150	3	121.5	0.810000	3	1.95	0.0130000	0	0	0	0	0.000	0.00000000	9	4.5	0.0300000	2	0.4	0.00266667	7	21	0.140000	['water', 'amaranth', 'salt']	8	3.38	65056	side		y					0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amaranth leaves spinach in coconut milk	279618	8	501	4	1189.2	2.373653	67	43.55	0.0869261	32	16	0.031936	25	0.600	0.00119760	73	36.5	0.0728543	121	24.2	0.04830339	57	171	0.341317	['amaranth', 'water', 'coconut milk', 'onion', 'tomatoes', 'vegetable oil', 'salt', 'lemon']	5	3.8	205750	side		y					0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
amazing black bean soup in 5 ingredients	169606	5	226	2	455.5	2.015487	2	1.3	0.0057522	16	8	0.035398	32	0.768	0.00339823	60	30	0.1327434	2	0.4	0.00176991	27	81	0.358407	['salsa', 'black beans', 'vegetable broth', 'fresh cilantro', 'lime juice']	3	3.33	320132	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
amazing italian meatballs raw food	347340	7	169	4	179.5	1.062130	22	14.3	0.0846154	17	8.5	0.050296	24	0.576	0.00340828	13	6.5	0.0384615	6	1.2	0.00710059	3	9	0.053254	['mushrooms', 'walnuts', 'italian seasoning', 'garlic powder', 'sea salt', 'red pepper', 'tomatoes']	4	3.75	538098	main	y						0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
amazing turkish confetti rice	91984	12	227	6	624.3	2.750220	15	9.75	0.0429515	51	25.5	0.112335	4	0.096	0.00042291	22	11	0.0484581	7	1.4	0.00616740	40	120	0.528634	['jasmine rice', 'yellow bell pepper', 'dried currant', 'yellow onion', 'eggplant', 'mushroom', 'sun-dried tomato', 'fresh garlic cloves', 'extra virgin olive oil', 'mint', 'fresh dill', 'salt and pepper']	5	4.2	142640	side		y					0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
amba a spicy and savory mango condiment	280255	10	4053	1	1325.7	0.327091	118	76.7	0.0189243	474	237	0.058475	365	8.760	0.00216136	45	22.5	0.0055514	46	9.2	0.00226992	53	159	0.039230	['green mangoes', 'salt', 'corn oil', 'mustard seeds', 'cumin seeds', 'dried red pepper', 'ground fenugreek', 'hot paprika', 'turmeric', 'garlic']	3	5	21752	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0
amber s japan style tofu meal	318535	13	336	4	581.2	1.729762	18	11.7	0.0348214	10	5	0.014881	26	0.624	0.00185714	49	24.5	0.0729167	7	1.4	0.00416667	33	99	0.294643	['firm tofu', 'tamari', 'rice vinegar', 'fresh ginger', 'water', 'tomato juice', 'vegetable oil', 'quinoa', 'green beans', 'miso', 'cornstarch', 'scallion', 'alfalfa sprouts']	4	5	293410	main	y						0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
amber style goddess dressing	229406	10	20	8	51.8	2.590000	7	4.55	0.2275000	0	0	0	1	0.024	0.00120000	2	1	0.0500000	2	0.4	0.02000000	0	0	0.000000	['flax seed oil', 'tahini', 'water', 'apple cider vinegar', 'lemon juice', 'soy sauce', 'garlic clove', 'sesame seeds', 'green onions', 'parsley']	4	4.75	293410	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ancho and chipotle mole	138646	13	819	1	106	0.129426	11	7.15	0.0087302	10	5	0.006105	2	0.048	0.00005861	5	2.5	0.0030525	4	0.8	0.00097680	3	9	0.010989	['ancho chilies', 'dried chipotle chiles', 'boiling water', 'red bell peppers', 'cloves', 'cumin seeds', 'cinnamon stick', 'sunflower seeds', 'extra virgin olive oil', 'garlic cloves', 'tomato paste', 'bittersweet chocolate', 'salt']	5	4	169969	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ancho lentils	478895	6	253	8	82.6	0.326482	3	1.95	0.0077075	7	3.5	0.013834	0	0.000	0.00000000	9	4.5	0.0177866	0	0	0.00000000	4	12	0.047431	['canola oil', 'chili pepper', 'onion', 'lentils', 'water', 'salt']	4	5	163112	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
anchovy free black olive tapenade	208190	6	426	1	664.9	1.560798	106	68.9	0.1617371	2	1	0.002347	75	1.800	0.00422535	4	2	0.0046948	47	9.4	0.02206573	5	15	0.035211	['pitted black olives', 'capers', 'garlic clove', 'lemon juice', 'fresh flat-leaf parsley', 'olive oil']	7	5	31635	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
andersen s split pea soup crock pot version copycat	100649	10	255	8	178.1	0.698431	0	0	0.0000000	20	10	0.039216	0	0.000	0.00000000	24	12	0.0470588	0	0	0.00000000	10	30	0.117647	['water', 'split peas', 'celery', 'carrot', 'onion', 'thyme', 'red pepper', 'bay leaf', 'salt', 'pepper']	14	4.64	110034	soup				y			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
angel hair pasta with simple garlic basil	456846	9	142	3	410.5	2.890845	15	9.75	0.0686620	16	8	0.056338	0	0.000	0.00000000	21	10.5	0.0739437	7	1.4	0.00985915	20	60	0.422535	['olive oil', 'garlic cloves', 'dry white wine', 'lemon', 'tomatoes', 'sea salt', 'angel hair pasta', 'fresh basil', 'pepper']	5	4.8	953275	main	y	y					0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0
angelina s caponatina	463771	14	1494	1	446.9	0.299130	56	36.4	0.0243641	69	34.5	0.023092	35	0.840	0.00056225	9	4.5	0.0030120	25	5	0.00334672	9	27	0.018072	['eggplant', 'salt', 'olive oil', 'onion', 'celery ribs', 'green pepper', 'garlic cloves', 'green olives', 'capers', 'salt and pepper', 'sugar', 'red wine vinegar', 'tomato sauce', 'red pepper flakes']	3	5	386585	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1
angie s bella marinara	77097	11	1227	1	255.1	0.207905	21	13.65	0.0111247	58	29	0.023635	82	1.968	0.00160391	9	4.5	0.0036675	9	1.8	0.00146699	8	24	0.019560	['tomato sauce', 'tomato paste', 'dried parsley', 'dried oregano', 'dried basil', 'garlic', 'salt', 'black pepper', 'olive oil', 'onion', 'red wine']	4	4.75	94272	sauce_garnish					y	y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
annice s potato and mushroom croquettes for passover	58362	7	445	5	223.1	0.501348	3	1.95	0.0043820	9	4.5	0.010112	0	0.000	0.00000000	11	5.5	0.0123596	1	0.2	0.00044944	15	45	0.101124	['potatoes', 'water', 'onion', 'mushroom', 'oil', 'salt and pepper', 'matzo meal']	4	3	21752	appetizer	y	y			y		0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
annie s scrumptious maple pecan spinach salad w maple dressing	91176	12	349	4	950.1	2.722350	115	74.75	0.2141834	179	89.5	0.256447	28	0.672	0.00192550	15	7.5	0.0214900	28	5.6	0.01604585	23	69	0.197708	['baby spinach leaves', 'red onions', 'jicama', 'sweet red pepper', 'carrot', 'cherry tomatoes', 'pecans', 'pure maple syrup', 'salt', 'rice vinegar', 'canola oil', 'ground mustard']	4	4.75	140746	salad			y				0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
another eggplant stew	248858	13	472	4	245.8	0.520763	22	14.3	0.0302966	62	31	0.065678	32	0.768	0.00162712	8	4	0.0084746	10	2	0.00423729	10	30	0.063559	['olive oil', 'onion', 'eggplant', 'baby carrots', 'red bell pepper', 'green bell pepper', 'garlic cloves', 'diced tomatoes', 'bay leaf', 'thyme', 'rosemary', 'salt', 'paprika']	5	5	336058	main	y						0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1
another vegetarian chili	103971	15	423	6	328.5	0.776596	7	4.55	0.0107565	46	23	0.054374	10	0.240	0.00056738	32	16	0.0378251	3	0.6	0.00141844	20	60	0.141844	['sweet onion', 'green pepper', 'garlic', 'jalapeno pepper', 'olive oil', 'tomatoes', 'black beans', 'pink beans', 'frozen corn kernels', 'carrots', 'chili powder', 'cumin', 'mexican oregano', 'zucchini', 'salt and pepper']	12	4.5	67656	main	y						0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
antipasto style white bean salad	322042	12	258	4	449.8	1.743411	34	22.1	0.0856589	10	5	0.01938	39	0.936	0.00362791	32	16	0.0620155	15	3	0.01162791	17	51	0.197674	['navy beans', 'red bell pepper', 'artichoke hearts', 'red onion', 'kalamata olives', 'hearts of palm', 'fresh parsley', 'mint leaf', 'basil', 'extra virgin olive oil', 'red wine vinegar', 'salt and pepper']	6	4.83	907242	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
appalachian cucumber and onion salad	303155	5	115	4	37	0.321739	0	0	0.0000000	11	5.5	0.047826	0	0.000	0.00000000	1	0.5	0.0043478	0	0	0.00000000	2	6	0.052174	['cucumber', 'onion', 'vinegar', 'water', 'sugar']	3	5	833291	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
appel salade apple salad	237283	6	212	6	143.1	0.675000	14	9.1	0.0429245	42	21	0.099057	0	0.000	0.00000000	2	1	0.0047170	6	1.2	0.00566038	5	15	0.070755	['apples', 'sweet onion', 'salad oil', 'vinegar', 'salt', 'lettuce']	3	5	64642	salad			y				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
apple and green tomato relish	130409	14	7383	1	589.6	0.079859	2	1.3	0.0001761	509	254.5	0.034471	21	0.504	0.00006826	10	5	0.0006772	1	0.2	0.00002709	47	141	0.019098	['apples', 'green tomatoes', 'onions', 'sugar', 'vinegar', 'salt', 'celery seeds', 'mustard seeds', 'clove', 'turmeric', 'cinnamon', 'allspice', 'ginger', 'nutmeg']	4	3.75	166475	sauce_garnish						y	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
apple marmalade	43037	7	1824	1	609.3	0.334046	0	0	0.0000000	578	289	0.158443	0	0.000	0.00000000	1	0.5	0.0002741	0	0	0.00000000	53	159	0.087171	['sliced apples', 'water', 'fresh lemon juice', 'fruit pectin', 'white sugar', 'lemon', 'ground cinnamon']	13	4.46	10404	appetizer					y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
apple pear cucumber salad	158349	9	180	4	227.2	1.262222	21	13.65	0.0758333	70	35	0.194444	3	0.072	0.00040000	2	1	0.0055556	9	1.8	0.01000000	8	24	0.133333	['whole grain mustard', 'fresh dill', 'apple cider vinegar', 'brown sugar', 'extra virgin olive oil', 'tart apples', 'pear', 'seedless cucumber', 'sweet onion']	36	4.44	182010	salad		y	y				0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0
